id,original_text,clean_text,original_label,label,language_type,text_length,word_count,duplicate_flag,label_conflict,suspicious_subtitle,removal_reason
186,eka maru,eka maru,,,Singlish,8,2,False,False,False,
187,Ela,ela,,,Singlish,3,1,False,False,False,
188,English commentator,english commentator,,,Singlish,19,2,False,False,False,
189,Good luck brothers,good luck brothers,,,Singlish,18,3,False,False,False,
190,Great..,great..,,,Singlish,7,1,False,False,False,
191,Hutto me wage comment damma asawen balana unta epa wenawa ube pake comment eken danagaghthe lankawa dinala kiyla e nisa balala wadak nane huto,hutto me wage comment damma asawen balana unta epa wenawa ube pake comment eken danagaghthe lankawa dinala kiyla e nisa balala wadak nane huto,,,Singlish,142,24,False,False,False,
192,"ihalata yanna idapu manusseyek tamai,kohomada 6 gahanna vidiya, ape eke lontheyota puluwanda,dasun chenaka vitharai inne","ihalata yanna idapu manusseyek tamai,kohomada 6 gahanna vidiya, ape eke lontheyota puluwanda,dasun chenaka vitharai inne",,,Singlish,120,15,False,False,False,
193,India,india,,,Singlish,5,1,False,False,False,
194,Indiawen kabbo tikak gennala match eka dinuwa neda,indiawen kabbo tikak gennala match eka dinuwa neda,,,Singlish,50,8,False,False,False,
195,Is this guy speaking English or just confused like wtf,is this guy speaking english or just confused like wtf,,,Singlish,54,10,False,False,False,
196,Iya bn. Me mond,iya bn. me mond,,,Singlish,15,4,False,False,False,
197,"Kauda ban oya english walin wiathara wicharaya karana pora... sinhala , temil hondata wistharawicharaya karanawa. English walata awama monawada hira karagana wage danenne patta aul machan...  ekath hondata karanna ethakota okkoma hondai.....","kauda ban oya english walin wiathara wicharaya karana pora.. sinhala , temil hondata wistharawicharaya karanawa. english walata awama monawada hira karagana wage danenne patta aul machan.. ekath hondata karanna ethakota okkoma hondai..",,,Singlish,235,32,False,False,False,
198,Kauda yako English walin commentate karana ekata rewilada,kauda yako english walin commentate karana ekata rewilada,,,Singlish,57,8,False,False,False,
199,Kavidu thmi gammta allala dunne mach eka  ds supiriyk,kavidu thmi gammta allala dunne mach eka ds supiriyk,,,Singlish,52,9,False,False,False,
200,ko sinna ?,ko sinna ?,,,Singlish,10,3,False,False,False,
201,koheda meka thiyenne,koheda meka thiyenne,,,Singlish,20,3,False,False,False,
202,Kohli nane,kohli nane,,,Singlish,10,2,False,False,False,
203,Kusal mandis i love you kusal mandis test captain karamu you my everything kusal I need you kusal mandis,kusal mandis i love you kusal mandis test captain karamu you my everything kusal i need you kusal mandis,,,Singlish,104,19,False,False,False,
204,Lanka timeka inna one kolla dhanuska sampath 🫡🫡🫡🫡🫡️️,lanka timeka inna one kolla dhanuska sampath 🫡🫡️️,,,Singlish,49,8,False,False,False,
205,Lankawa,lankawa,,,Singlish,7,1,False,False,False,
206,mewane match. ara bookie salli nettm lankawa 1st,mewane match. ara bookie salli nettm lankawa 1st,,,Singlish,48,8,False,False,False,
207,mokkda mee ground eka,mokkda mee ground eka,,,Singlish,21,4,False,False,False,
208,Niyamai 🇱🇰,niyamai 🇱🇰,,,Singlish,10,2,False,False,False,
209,Ohoma ball dammama ona ekek 6 ewa gahanawa,ohoma ball dammama ona ekek 6 ewa gahanawa,,,Singlish,42,8,False,False,False,
210,Okkoma hodai commenty eakanam ahan inna be oiiii,okkoma hodai commenty eakanam ahan inna be oii,,,Singlish,46,8,False,False,False,
211,One man show danushka aiya,one man show danushka aiya,,,Singlish,26,5,False,False,False,
212,Patta lankawa,patta lankawa,,,Singlish,13,2,False,False,False,
213,Sirwt oi Betta thada wela wge,sirwt oi betta thada wela wge,,,Singlish,29,6,False,False,False,
214,Soft ball hard ball kiynne dekk,soft ball hard ball kiynne dekk,,,Singlish,31,6,False,False,False,
215,Ayyow ganata thiyenwne,ayyow ganata thiyenwne,,,Singlish,22,3,False,False,False,
216,Wedi tiyanna puluwanne ana notaka dawanay karama,wedi tiyanna puluwanne ana notaka dawanay karama,,,Singlish,48,7,False,False,False,
217,nawaththanna kiyaddi nawaththuwanam hari,nawaththanna kiyaddi nawaththuwanam hari,,,Singlish,40,4,True,False,False,
218,Oya wage unta ohoma thama krnna one,oya wage unta ohoma thama krnna one,,,Singlish,35,7,False,False,False,
219,ade meka daunlod dapan ko😂❤️‍🩹,ade meka daunlod dapan ko😂❤️‍🩹,,,Singlish,30,5,False,False,False,
220,Ammo,ammo,,,Singlish,4,1,False,False,False,
221,arun denna gear 2i da kohedo damme😅,arun denna gear 2i da kohedo damme😅,,,Singlish,35,7,False,False,False,
222,Bussted 😞,bussted 😞,,,Singlish,9,2,False,False,False,
223,crima seen eke u inne,crima seen eke u inne,,,Singlish,21,5,False,False,False,
224,Duwanawada duwanawada mita police: 600 duwanna malli😂,duwanawada duwanawada mita police: 600 duwanna malli😂,,,Singlish,53,7,False,False,False,
225,G.T.A ගේම් එකහ වගේ නිකම්😂,g.t.a ගේම් එකහ වගේ නිකම්😂,,,Sinhala,25,5,False,False,False,
226,good police 👍,good police 👍,,,Singlish,13,3,False,False,False,
227,GTA Sri lanka,gta sri lanka,,,Singlish,13,3,False,False,False,
228,GTA srinlanka,gta srinlanka,,,Singlish,13,2,False,False,False,
229,harine,harine,,,Singlish,6,1,False,False,False,
230,hodawede,hodawede,,,Singlish,8,1,False,False,False,
231,Hto ghost riderda😹,hto ghost riderda😹,,,Singlish,18,3,False,False,False,
232,Kaneparawal kala epa wei😅,kaneparawal kala epa wei😅,,,Singlish,25,4,False,False,False,
233,koheda bn oya,koheda bn oya,,,Singlish,13,3,False,False,False,
234,lajjahe barilu ..athariya nam 😂,lajjahe barilu ..athariya nam 😂,,,Singlish,31,5,False,False,False,
235,maru,maru,,,Singlish,4,1,False,False,False,
236,Me koheda,me koheda,,,Singlish,9,2,False,False,False,
238,NIAMAI SIR ❤️❤️❤️,niamai sir ❤️❤️❤️,,,Singlish,17,3,False,False,False,
239,paw appa😂😂,paw appa😂😂,,,Singlish,10,2,False,False,False,
240,pawu haloo u bayata ehama karala tiyanna 🙏🙏🙏,pawu haloo u bayata ehama karala tiyanna 🙏🙏🙏,,,Singlish,44,8,False,False,False,
241,podi ekatai antitai ganak denna ona meka ragapawata dan godak wairal,podi ekatai antitai ganak denna ona meka ragapawata dan godak wairal,,,Singlish,68,11,False,False,False,
242,Polisiy ekk race ekak 🥹🫶,polisiy ekk race ekak 🥹🫶,,,Singlish,24,5,False,False,False,
243,Sew denoko mara athsl 😁😂. Fb dakw mn,sew denoko mara athsl 😁😂. fb dakw mn,,,Singlish,36,8,False,False,False,
244,Super Shiva 🥰,super shiva 🥰,,,Singlish,13,3,False,False,False,
245,Oka day vlog ekaka neweyine .oyala negitte11tane.aya 24hours challange ekak oni,oka day vlog ekaka neweyine .oyala negitte11tane.aya 24hours challange ekak oni,,,Singlish,79,11,False,False,False,
246,Chanel eka ahamben set une mula idan okkoma baluwa sathiyakin supiriy,chanel eka ahamben set une mula idan okkoma baluwa sathiyakin supiriy,,,Singlish,69,11,False,False,False,
248,ayiye mata camarawak aran dennako mata phone ekak wath na ane mata thiyenne computer ekak witharayi,ayiye mata camarawak aran dennako mata phone ekak wath na ane mata thiyenne computer ekak witharayi,,,Singlish,99,16,False,False,False,
249,Apahu awoth enna Ceylonian ekata dine In walata. Man restaurant manager,apahu awoth enna ceylonian ekata dine in walata. man restaurant manager,,,Singlish,71,11,False,False,False,
250,Quran eka ( Muslim Ayage aagamika granthaya ),quran eka ( muslim ayage aagamika granthaya ),,,Singlish,45,8,False,False,False,
251,Ane kelleeeee,ane kellee,,,Singlish,10,2,False,False,False,
252,ow kuran kiyanne bible eke ma parani giwisuma ,ow kuran kiyanne bible eke ma parani giwisuma,,,Singlish,45,8,False,False,False,
253,Muslim prayer Catholic prayer wenasak na language eka witharai wenas wenne ,muslim prayer catholic prayer wenasak na language eka witharai wenas wenne,,,Singlish,74,11,False,False,False,
254,Goddak dewal same ,goddak dewal same,,,Singlish,17,3,False,False,False,
255,Muslim aya nabi thuma kiyanne Jesu thuma ta ,muslim aya nabi thuma kiyanne jesu thuma ta,,,Singlish,43,8,False,False,False,
256,Allah kiyanne catholic aya ge God ,allah kiyanne catholic aya ge god,,,Singlish,33,6,False,False,False,
257,Onna oya wage goddak samanakn thiyanawa,onna oya wage goddak samanakn thiyanawa,,,Singlish,39,6,False,False,False,
258,Mama danakan balan hitiye mata like 20k oonee,mama danakan balan hitiye mata like 20k oonee,,,Singlish,45,8,False,False,False,
259,Mama 3 replay karanna heshan aiyye,mama 3 replay karanna heshan aiyye,,,Singlish,34,6,False,False,False,
260,Mayam wela wage........,mayam wela wage..,,,Singlish,17,3,False,False,False,
261,Oya dennatamaadareyi,oya dennatamaadareyi,,,Singlish,20,2,False,False,False,
262,math ehema thama kohoma bivvath ekayine,math ehema thama kohoma bivvath ekayine,,,Singlish,39,6,False,False,False,
263,Oyagollo hitapu room eka ac da,oyagollo hitapu room eka ac da,,,Singlish,30,6,False,False,False,
264,"Hy aiyyi,akkai","hy aiyyi,akkai",,,Singlish,14,2,False,False,False,
265,Supiriyak thamai adath..jayawewaaaa  adarei dennatama,supiriyak thamai adath..jayawewaa adarei dennatama,,,Singlish,50,5,False,False,False,
266,Oya dennage wedin widiyo eka,oya dennage wedin widiyo eka,,,Singlish,28,5,False,False,False,
267,ayiye drone yavanna barida,ayiye drone yavanna barida,,,Singlish,26,4,False,False,False,
268,oyala tham inne dubaida. yuddaya thama thiyenawada. wisthara tikak kiyannakoo ilaga vlog eken kiyannakoo. parissamin inna.,oyala tham inne dubaida. yuddaya thama thiyenawada. wisthara tikak kiyannakoo ilaga vlog eken kiyannakoo. parissamin inna.,,,Singlish,122,16,False,False,False,
269,Akki sudu wala,akki sudu wala,,,Singlish,14,3,False,False,False,
270,Aiye oyage drone eka vikunanawada,aiye oyage drone eka vikunanawada,,,Singlish,33,5,False,False,False,
271,Adareyi dennatama,adareyi dennatama,,,Singlish,17,2,False,False,False,
272,Ayyage saha Akkage narthana kawshalya deka apa mahath prithiyata path wiya 🫶,ayyage saha akkage narthana kawshalya deka apa mahath prithiyata path wiya 🫶,,,Singlish,76,12,False,False,False,
273,Heahan ayye oya dance eka 2x  wadikarala balannako,heahan ayye oya dance eka 2x wadikarala balannako,,,Singlish,49,8,False,False,False,
274,Ayye bomba gahanne nadda ape ammai thaththai inna pattata gahanawane,ayye bomba gahanne nadda ape ammai thaththai inna pattata gahanawane,,,Singlish,68,10,False,False,False,
275,hyee  heshan  aiye,hyee heshan aiye,,,Singlish,16,3,False,False,False,
276,Hari asawen akkagei ayyagei videos bala nawa ane,hari asawen akkagei ayyagei videos bala nawa ane,,,Singlish,48,8,False,False,False,
277,Ada video eka danna tikak parakku wuna neda,ada video eka danna tikak parakku wuna neda,,,Singlish,43,8,False,False,False,
278,Ammo ammo dance eka,ammo ammo dance eka,,,Singlish,19,4,False,False,False,
279,comment section ekata tea genawa,comment section ekata tea genawa,,,Singlish,32,5,False,False,False,
280,Piyu akkai heshan aiyyi lassanai,piyu akkai heshan aiyyi lassanai,,,Singlish,32,5,False,False,False,
281,Ayye adath supiri,ayye adath supiri,,,Singlish,17,3,False,False,False,
282,inoka akka wage hi kiwwa vidiya,inoka akka wage hi kiwwa vidiya,,,Singlish,31,6,False,False,False,
283,Mama oyage shop ekata awa namuth oya hitiye naha 2025/12/21 Nomber eka dunna namuth oya koll gaththe naha oya   anuradahapuraya ghilla hitiya kiwwa,mama oyage shop ekata awa namuth oya hitiye naha 2025/12/21 nomber eka dunna namuth oya koll gaththe naha oya anuradahapuraya ghilla hitiya kiwwa,,,Singlish,145,23,False,False,False,
284,Ekama vibe eke couple ekak oya denna..........e wagema kisima lokukamak na adareyyyyy dennatama godariyak parakku wenna epa aye ikmanata vlog ekak ona,ekama vibe eke couple ekak oya denna..e wagema kisima lokukamak na adareyy dennatama godariyak parakku wenna epa aye ikmanata vlog ekak ona,,,Singlish,139,22,False,False,False,
285,Oyala ohe avidinna paraval Hoya ganne kohomada,oyala ohe avidinna paraval hoya ganne kohomada,,,Singlish,46,7,False,False,False,
286,Heshan nam natum thamay,heshan nam natum thamay,,,Singlish,23,4,False,False,False,
287,THANIYAMA KANNA EPA ITHIN DILA KANNA,thaniyama kanna epa ithin dila kanna,,,Singlish,36,6,False,False,False,
288,Trinco vala vlog eka oni,trinco vala vlog eka oni,,,Singlish,24,5,False,False,False,
289,Akka tawath lassana wela🫣🩷,akka tawath lassana wela🫣🩷,,,Singlish,26,4,False,False,False,
290,hena gahapn ponnayata,hena gahapn ponnayata,,,Singlish,21,3,False,False,False,
291,Ane oya denna shook godk adreyi oyalage video danakn balan inne,ane oya denna shook godk adreyi oyalage video danakn balan inne,,,Singlish,63,11,False,False,False,
292,Maru natilla,maru natilla,,,Singlish,12,2,False,False,False,
293,Dakka sooym coupel eka,dakka sooym coupel eka,,,Singlish,22,4,False,False,False,
294,Hamadama ayyage vlog blna aya me paththata enakan balan inne.adarei dennatama,hamadama ayyage vlog blna aya me paththata enakan balan inne.adarei dennatama,,,Singlish,77,11,False,False,False,
295,Aiye mage chanel ekatath udau karannako,aiye mage chanel ekatath udau karannako,,,Singlish,39,6,False,False,False,
296,me wage tikk diga videos hamadama danna..,me wage tikk diga videos hamadama danna..,,,Singlish,41,7,False,False,False,
297,ane akki nm harima shoiii,ane akki nm harima shoiii,,,Singlish,25,5,False,False,False,
298,Oyala denna  maru akkita thama godak asa mn  oyala denna,oyala denna maru akkita thama godak asa mn oyala denna,,,Singlish,54,10,False,False,False,
299,Thanks replay karata,thanks replay karata,,,Singlish,20,3,False,False,False,
300,aiyee mama youtube chanel ekak patan ganna hadanne. music mata aiyagen aha ganna deeval tikak thiyenava Whatsapp Number eka denna puluvanda. ada Vlog ekath Supiri,aiyee mama youtube chanel ekak patan ganna hadanne. music mata aiyagen aha ganna deeval tikak thiyenava whatsapp number eka denna puluvanda. ada vlog ekath supiri,,,Singlish,162,25,False,False,False,
301,Owa jmiti hari lassanai.duwe.,owa jmiti hari lassanai.duwe.,,,Singlish,29,4,False,False,False,
302,issara wage na,issara wage na,,,Singlish,14,3,False,False,False,
303,Akki oyage kondeta moko une.,akki oyage kondeta moko une.,,,Singlish,28,5,False,False,False,
304,Mage fv cuple eka,mage fv cuple eka,,,Singlish,17,4,False,False,False,
305,ane piumi akki ohen eddi jumka jewellery genll aduvt dennko mokd mehe gann giym ptt ganan appa plzz.,ane piumi akki ohen eddi jumka jewellery genll aduvt dennko mokd mehe gann giym ptt ganan appa plzz.,,,Singlish,100,18,False,False,False,
306,Lassaai vlog ek hemadama vlog genna,lassaai vlog ek hemadama vlog genna,,,Singlish,35,6,False,False,False,
307,Lankawata awe nadda bn,lankawata awe nadda bn,,,Singlish,22,4,False,False,False,
308,Adew mage Namath Heshan kiyala mathak wunama🥹️‍,adew mage namath heshan kiyala mathak wunama🥹️‍,,,Singlish,47,7,False,False,False,
309,Akkage tamile vibe ek maraa lassani venda vge dennama lassanii️,akkage tamile vibe ek maraa lassani venda vge dennama lassanii️,,,Singlish,63,10,False,False,False,
310,Lankawata enne mona kaleda,lankawata enne mona kaleda,,,Singlish,26,4,False,False,False,
311,Piyumi Akka  Maru  heshanut maru,piyumi akka maru heshanut maru,,,Singlish,30,5,False,False,False,
312,Heshan aiye videos godak lassanay,heshan aiye videos godak lassanay,,,Singlish,33,5,False,False,False,
313,Denma lamek ema hadanna idea ekak thiyeda,denma lamek ema hadanna idea ekak thiyeda,,,Singlish,41,7,False,False,False,
314,Mama aurudu 13k dubai wala hitiya mama gedaraka weda keruwe  mama ratawal 6kata giya hema ratakatama 3/4 serayak giya  u a e oya rate kotas 7k thiyenawa,mama aurudu 13k dubai wala hitiya mama gedaraka weda keruwe mama ratawal 6kata giya hema ratakatama 3/4 serayak giya u a e oya rate kotas 7k thiyenawa,,,Mixed,150,27,False,False,False,
315,malanam athule ne aiye,malanam athule ne aiye,,,Singlish,22,4,False,False,False,
316,ammo dance eka maru,ammo dance eka maru,,,Singlish,19,4,False,False,False,
317,Harima lassani vlog eka aiye,harima lassani vlog eka aiye,,,Singlish,28,5,False,False,False,
318,heshan ponnaya okata naginne na,heshan ponnaya okata naginne na,,,Singlish,31,5,False,False,False,
319,Lassani ane vlog eka,lassani ane vlog eka,,,Singlish,20,4,False,False,False,
320,Akka waddek thamai aiyah ta Dan hodata dance karanna puluwan,akka waddek thamai aiyah ta dan hodata dance karanna puluwan,,,Singlish,60,10,False,False,False,
321,Hukanna ba vidiyo oni,hukanna ba vidiyo oni,,,Singlish,21,4,False,False,False,
322,Adanam vlog eka windai 15 th wada parakkui ane ilaga japan yana vlog ekak balnanna puluwan weida ane me krnaya thiynne ane heshan aiyyage nathuam ane  nikan ara mokadda holanamk wahila wage natanne dennama ehemai an,adanam vlog eka windai 15 th wada parakkui ane ilaga japan yana vlog ekak balnanna puluwan weida ane me krnaya thiynne ane heshan aiyyage nathuam ane nikan ara mokadda holanamk wahila wage natanne dennama ehemai an,,,Singlish,214,36,False,False,False,
