sample_id,text,source_row,review_status,review_reason
SI00395,Dennage nattuma maru ane oyla videos danakm man balm ino ane harima lassani man kamathi oya dennatama man Gaguli Thrushika ️️drnnma parissamen inna ...budusaranai,396,pending,
SI00396,Piu photos pennuwa me camera eka mokdd..prize khmd kiyannako,397,pending,
SI00397,Shehan aiya mahath vela kiyana aya koo,398,pending,
SI00398,Eka patta piyumi akka mathu una,399,pending,
SI00399,pissuda htto thopi dennta,400,pending,
SI00400,ane gennko ehem oyl travel krla thiyn country wala survive wenna details,401,pending,
SI00401,Anthima kella thamai supirima,402,pending,
SI00402,oyala denna lankawt awillada inne,403,pending,
SI00403,Mama oyage big fan aye,404,pending,
SI00404,Akke oya lankawe Inna pinwantama Akka kenek dakala national api oyage gunawantha kamata arenne me taram,405,pending,
SI00405,Akke oyata ikman suwaya labewa.  jesu pihitai,406,pending,
SI00406,akke oyata ikman suwaya parthana karanawa,407,pending,
SI00407,Anantha buduguna balayen akkata ikman suwaya lebewa,408,pending,
SI00408,And.mis.oyata.budu.sarani.,409,pending,
SI00409,ane,410,needs_review,single_word
SI00410,Ane  hari  dukai. Ewasiliwantha..kenek,411,pending,
SI00411,Ane ow apitath  harima dukai,412,pending,
SI00412,Ane sudaa aiye me mahathmiya ekka thawa vidio ekk genna,413,pending,
SI00413,Ane wasantha aiyage oyage paula laban atme ekatama ipadenna oni oyalage jewethe lassanai ,414,pending,
SI00414,Anee kisima bavyka mevani vipathak noveva obthumiya ikmnima suvapath vethva nirogi vethva,415,pending,
SI00415,Aneee ikmanin hoda wenna jesu pihitai,416,pending,
SI00416,"Aththatama dukai kathawata

Ikmanata suwa wenna oyath

Ape  thatha nathiunata passey thamai apith minisunge hati danagaththe,,,",417,pending,
SI00417,Attatama me me katawa mama iwara wenakam baluwa as walata kadulu kadan watune matat nodanima ai me tirisan minisun me wage adara paulak kada ihirala damme pau etumiya ada inna tatwaya mama hamada mat dewiyange illa sitinne oba tumiya ikmanata sanipa wenna kiyala itin oba tumiyata deergausha labewa adarai hamada mat oba tumiyata hada watina godak taruwan saranai ️️️️,418,pending,
SI00418,Ayemath madamge athing asarana minissunta udaukaranna madamta ekmansuwaya prarthana karanawa,419,pending,
SI00419,BADU   Saranai  !  Club   Wasantha  !  APAAYE   GINDARE   !  Sadaakaalikave,420,pending,
SI00420,habai pitin eka kadanna puluwan athule inna kena kotu pannama,421,pending,
SI00421,Jayasooriyage eka gaaniyek Reno bande,422,pending,
SI00422,Akath aka kalavak thama ithin neda ? Hamotama ba,423,pending,
SI00423,jayasooriya thamai hodatama kare,424,pending,
SI00424,"anunge paul kedichcha ewa hoya hoya unata hinawena aya thamange geni hari miniha hari hariyata innawada kiyala issella hoyala balanna.thamange Paul jiwithe lassana karaganne nethuwa anunge jiwitha hadanna yanne thamange jiwithe dihath herila balanna.thaman karanne hari deyakda kiyala.dawasaka thamantath thamange paule kenekuta hari,thamange lamayektatha mehema wenna puluwan kiyala hondata mathaka thiyagena anunge kunu hodanna.",425,pending,
SI00425,Sanath kalakaruwek kiyala danne adane,426,pending,
SI00426,Ela Ela,427,pending,
SI00427,Kauda e moda geni,428,pending,
SI00428,eethale yanna one Anith peththata ne,429,pending,
SI00429,Iraj kadala tiyenne nilminige family ekada?,430,pending,
SI00430,Nedakin puduma preshna anunge opadupa hoyanawata wada weda nedda unta hodainm apita mokada,431,pending,
SI00431,Wena wada nadda  ban munta.,432,pending,
SI00432,Ubalata anunge reddwal hoyanwa arenna wena wedak aththema nedda.noddakin,433,pending,
SI00433,"Kohomada me aya egollange paul kadala thiyenne??? Apitat kiyanna, egollangeth mona hari hethuwak thiyenna epei, nethnam kohomada thawath kenekta a paul kadanna puluwan, hari e paul kedune me aya nisa kiyalath hithamu, apita mokatada owa, egollange jeewitha, minussungemath waradi athine.",434,pending,
SI00434,"Kauda oya kalakaruwange paul keduwe ,",435,pending,
SI00435,Mage paule prashna katha Karanna  kawuruth nahanee,436,pending,
SI00436,Mekata  kathwatha nam haryane nahanee,437,pending,
SI00437,Thanhaya jayathi soko. Apita monawada ,438,pending,
SI00438,Ekath eka kalavak tamai .hemotama ba.,439,pending,
SI00439,kalakaruwonta nam mawa dakkama panaganna hitenawa athi,440,pending,
SI00440,Kawda ban ahinsaka,441,pending,
SI00441,Mekee tiyna widiytaa ammaa nam chater wagb,442,pending,
SI00442,Uta salli tiyenakota ammath wedak na ne,443,pending,
SI00443,Hahhahhahaahaaa,444,needs_review,single_word
SI00444,Sapa lokaye inne salli walata,445,pending,
SI00445,Ahinsaka kenekta nam  hari pau,446,pending,
SI00446,Amooo maruneeh,447,pending,
SI00447,Dakkane munta wena dewal ,448,pending,
SI00448,Kawuda eyaaa ..?,449,pending,
SI00449,Muna dakkama kalante hedenawaaa,450,pending,
SI00450,Yako muge as deka loku wedida manda,451,pending,
SI00451,Mona wesiyok da,452,pending,
SI00452,Ane ameee.muta nan maru kalla ban...,453,pending,
SI00453,Mawa adareyata palla danna epa ban,454,pending,
SI00454,Mata hoda kella ne neee ban,455,pending,
SI00455,Maru wedak tamay amathi kam karanne mu nan,456,pending,
SI00456,Rata kewa mawa dakkama hithenawa,457,pending,
SI00457,Muta chande dapu ayata ganna hoda parak,458,pending,
SI00458,Pissu yakkeuk muu nan ekay ratta mehema deyak une,459,pending,
SI00459,Mawa dakkama mage as walata kadulu pirenawa,460,pending,
SI00460,Sira kathawa,461,pending,
SI00461,Apata mona,462,pending,
SI00462,Munam maha ballek kiyala matath hithunawa,463,pending,
SI00463,Ganu hithanne salli walata ,464,pending,
SI00464,Rata inna kello monathda karanne ban salli hewwata ,465,pending,
SI00465,Pau e ammah,466,pending,
SI00466,Dan inna gahu ohoma thamay kiyala mata nan hithenawa,467,pending,
SI00467,Dakkane munta un dewal walata minissu ,468,pending,
SI00468,Me wesi dakkma matath epa wenawne,469,pending,
SI00469,Wesi wesama wenna,470,pending,
SI00470,Ohoma weyan,471,pending,
SI00471,Muge oluwa lokuida mandaaa,472,pending,
SI00472,Kalakanita mawa  dakkan nan penanna hetenawa,473,pending,
SI00473,Pau ,474,needs_review,single_word
SI00474,Pake ratawa meka nan den inna amamala apithamawath hoyanne,475,pending,
SI00475,Dan balapanko neda ammalata  kalakala kalla tiyenne lamai ta wenama gedara gennala lamaiwa wenama bala ganna onalu me mona magulakda,476,pending,
SI00476,Apita mokatada meewaaa,477,pending,
SI00477,mata baa oyata onanm karaganna,478,pending,
SI00478,meya mage pradhana ayithiyayi oba prashnawaliya sandaha sudanam da balanna,479,pending,
SI00479,ne ne eka mage waradak apita hari haman [Unkown] kenek hitiye ne,480,needs_review,partial_unknown_marker
SI00480,hek kireema saha kata wahagena kela gasana kotasa nowe karunakara hari ehenam api senasurada rathriye pransha ahara tikak uthsaha karanne keseda [Unkown],481,needs_review,partial_unknown_marker
SI00481,hondayi mama hithuwa api uchcharanayen patan ganimu eya obata hari nam [Unkown] kireema saha katagesma saha kela geseema yana kotasa nowe,482,needs_review,partial_unknown_marker
SI00482,oya magen ahanawa eka harima lassanayi oyage nama mokakda kiyala apahu amathaka karanna,483,pending,
SI00483,[Unkown] apita [Unkown] pemwathek hoyaganna puluwan nam mata karanna puluwan monawada kiyala balanna,484,needs_review,partial_unknown_marker
SI00484,e pransha amathaka karanna tharam lassana ekak nisa,485,pending,
SI00485,ape punchi soyageneema kohomada dina selesma hondin kriyathmaka wenawa kiyala mama hithana widiyata kenek innawa,486,pending,
SI00486,mata eththatama eththatama yanna awashyada namuth mage sahodariya giyahoth misa mata behe,487,pending,
SI00487,mahathmayeku lesa oba mage wachanaya oba mihiri ya,488,pending,
SI00488,mata eththatama eththatama yanna ona namuth mata behe mage sahodariya giyoth misa mama ehi weda karamin siti namuth eya ohu wenuwen yana bawak nopene,489,pending,
SI00489,e nisa eya lassana ayata kemathi eweni pirimi lamayeku wana athara eya pawasana sema deyakma ma asa ethi siyalla danna eya dum panaya karana pirimi lamayeku samanga pem sabandathawak pewethweemata pera gilee yayi,490,pending,
SI00490,oba [Unkown] dannawa api kala upadeshakayeku bedahada ganna bawa mama wishwasa karami,491,needs_review,partial_unknown_marker
SI00491,hondayi ne ehenam oyata kiyanna thiyenne echcharayi,492,pending,
SI00492,mama hithuwa oya anthimata honda deta yanawa kiyala,493,pending,
SI00493,me nimak nethi lassana [Unkown] mata mona wikarayakda kiyala matama epa wenawa wage,494,needs_review,partial_unknown_marker
SI00494,mata me nimak nethi ranwan [Unkown] mata kammeliyi,495,needs_review,partial_unknown_marker
SI00495,me magula ahanawada mona magulakda,496,pending,
SI00496,monatharam honda dewalda eththa oba,497,pending,
SI00497,owun karanne owun karanne nehe,498,pending,
SI00498,ohu thel sahitha ho wiyali [Unkown] yanna mama nodanimi ohu mahathmayekuta wada wenas wanu etheyi mama sithuwemi,499,needs_review,partial_unknown_marker
SI00499,eya hondin mama ese balaporoththu wemi,500,pending,
SI00500,pestal endeemata ethi mage biyata oba kemathi sebe ya,501,pending,
SI00501,mata winadi wissakin gedara enna wenawa mata deka wenakal gedara inna ona ne,502,pending,
SI00502,eya wada mila adhikayi,503,pending,
SI00503,hariyatama ithin oba senasurada [Unkown] [Unkown] ge deyak balaporoththu wenawa,504,needs_review,partial_unknown_marker
SI00504,ahanna mata oya ekka katha karanna ona [Unkown] eka gena oya danna ganudenuwa pusa nogiyoth mata yanna be,505,needs_review,partial_unknown_marker
SI00505,heree rejina eya samalingika yathra margayaki namuth mama nila endumak saha dewal enda sitimi,506,pending,
SI00506,heyi mihiri kammul hayi joyi,507,pending,
SI00507,hayi joyi oba eya wyayam shalawe panthiyak lesa salakana wita dedi lesa awadhanaya yomu karayi,508,pending,
SI00508,oya koheda hitiye ne thaththe,509,pending,
SI00509,oba mage margayen iwath nowanne nam obata awama washayen bra ekak endeemata patan gatha hekida [Unkown],510,needs_review,partial_unknown_marker
SI00510,apoyi dewiyane meyin adahas karanne oba samanya thathwayata pathwemin sitina bawayi eyin adahas karanne [Unkown] samaja shalawe wadanaya karana athara api yanawa,511,needs_review,partial_unknown_marker
SI00511,oba mage jeewithaya winasha karanne oba samanya nowana nisa mata samanya de samanya wiya noheki bewini,512,pending,
SI00512,oba sithanne kumakdeyi mama sithanne oba pissek yeyi mama sithami oba meya karanne mata wadha hinsa kireemata saha mama hithanne oba ura bona bawayi,513,pending,
SI00513,oba sampurnayenma kalakanni bawa obata eka reyakata amathaka kala hekida,514,pending,
SI00514,e kiyanne shekspiyar kiyana de mama denagena inna one wage samahara wita oya eya gena ahala ethi,515,pending,
SI00515,oba sampurnayenma [Unkown] apata den yanna puluwan,516,needs_review,partial_unknown_marker
SI00516,ahanna mama dannawa oya gedara indagena innawata akamethiyi kiyala mokada mama oya wage [Unkown] usas pasalaka igena ganna kenek neweyi,517,needs_review,partial_unknown_marker
SI00517,biyanka mata oba samanga katha kireemata awashyayi mata obata pewaseemata awashyayi,518,pending,
SI00518,oba selakillak [Unkown] men mama selakillak dakwami namuth wenath ayekuta nowa obema hethu nisa yamak kireemata mama dedi lesa wishwasa karami,519,needs_review,partial_unknown_marker
SI00519,ohu sampurna babek wage namuth oba joyita waira karanawa,520,pending,
SI00520,namuth oba [Unkown] waira karanawa mama eda kale wenama kathawaki,521,needs_review,partial_unknown_marker
SI00521,den mama karanne eda men wenas kathawaki,522,pending,
SI00522,ohu kiwwa hemoma eka karanawa kiyala mama eka kala oya kale mokakda kiyala,523,pending,
SI00523,eyi oya mata kiwwe neththe mata eya gena oyage hitha hadanna oyata ida denna ona kiyala,524,pending,
SI00524,obe weradi newatha kireemata tharam mama modakamak nowana bawa nodanimi,525,pending,
SI00525,obe weradi newatha kireemata tharam mama moda nehe mama hithanne mama obawa araksha karanawa kiyala,526,pending,
SI00526,siyaluma athdekeem honda netha biyanka obata semawitama obata awashya pudgalayin wishwasa kala noheka mama anumana karami mama kisida nodanimi,527,pending,
SI00527,eeye re oya lassanata penuna oya dannawada oya ehemayi kiyala,528,pending,
SI00528,mata awashya oba mawa pihitewwa,529,pending,
SI00529,mata awashya wuye ma sadahatama prathikara sandaha yeweemata mata sampurnayenma hani kala heki de pamani,530,pending,
SI00530,mata awashya de sadahatama prathikara sandaha yeweemata mata sampurnayenma hani karanne kumakda [Unkown],531,needs_review,partial_unknown_marker
SI00531,e sthriya sampurna palathuru [Unkown] nethinam mama pamanakda e oba pamanakda [Unkown],532,needs_review,partial_unknown_marker
SI00532,obe sahodariya alaya arambha karana thuru oba pem sabandathawak pawathwanne netha,533,pending,
SI00533,den kalabala wenna epa thaththe namuth me pirimi lamaya innawa mama hithanne ohu ahanna puluwan oya oyage sahodariya alaya patan gannakan oya alaya karanne nehe kiyala,534,pending,
SI00534,namuth eyata mage adahasa hariyatama dinaweemata awashya netha,535,pending,
SI00535,ewita obatath matath rathriye ninda noyanu etha namuth eya sadharana nowe eya wikthi thaththa kenek,536,pending,
SI00536,thaththe mama saha oya koheda yanne,537,pending,
SI00537,eya kawadawath pem sabandathawak arambha nokaranne nam obatath matath rathriye nida geneemata noheki wanu etha,538,pending,
SI00538,ane deyiyane eka patan ganne sadayak witharayi thaththe,539,pending,
SI00539,oba denagatha yuthuma nam apa uthsaha kale [Unkown] lesa hendinwena kuda adhyayana mithuran kandayamak wetha yamata uthsaha kala bawayi,540,needs_review,partial_unknown_marker
SI00540,api kuda adhyayana mithuran kandayamakata yamata uthsaha kala bawa oba dena sitiya yuthu nam oba yanne kothenatada yannayi,541,pending,
SI00541,thaththe minissu mama ethana inna balaporoththu wenawa ket yanne nethnam oya yanne nehe kiyala,542,pending,
SI00542,thaththe winadiyak ne,543,pending,
SI00543,yanna kalin bada dagena yanna thaththe ne,544,pending,
SI00544,obe sahodariya kathawa awasan karanne nam misa oba yanne netha mama mage niwase sirakaruweku bawa mata pene mama diyaniyak nowe mama [Unkown],545,needs_review,partial_unknown_marker
SI00545,thaththe mata oya ekka [Unkown] eka gena katha karanna one eka heta reta [Unkown] [Unkown] ta dinayak thiyenawa,546,needs_review,partial_unknown_marker
SI00546,e hot rod joyi hari oba ma mage neethi nemeemata kemathi kawuda manda ohu unusum serayatiyak nowe,547,pending,
SI00547,ohu unusum serayatiyak nowe e kumak wuwath obe sahodariya kathawa awasan kalahoth misa oba yanne netha,548,pending,
SI00548,[Unkown] gehenu lamayin ek usethi wineetha shareerayak aneka tharamak miti saha adu [Unkown] yukthaya,549,needs_review,partial_unknown_marker
SI00549,mata yamak maga heree etha mata dinayak etha thaththa saha ohu apa danna samahara minisun men peeditha kapithanwarayeku nowe,550,pending,
SI00550,oya aluth miniha ithin eyala mata kiyanawa,551,pending,
SI00551,eththatama uthure minissu eththatama jeewath wenne kohomada mama wihilu kale,552,pending,
SI00552,ithin owun mata kiyanawa mama obata sancharaya laba diya yuthuyi kiyala,553,pending,
SI00553,ithin oba uthure sita kumana [Unkown] eththatama obata kohomada,554,needs_review,partial_unknown_marker
SI00554,mama wihiluwata lak kale minisun eththatama ehi jeewath wana bawayi ow api eladenunta wada wedi sankyawak sitina yuwalak,555,pending,
SI00555,ow yuwalak api gawayinta wada wediyi namuth obe perani pasale kee denek sitiyada [Unkown],556,needs_review,partial_unknown_marker
SI00556,obe perani pasale this deke kee denek sitiyada [Unkown],557,needs_review,partial_unknown_marker
SI00557,this dekak eliyata,558,pending,
SI00558,methanin kee denek yanawada kiyala eliyata yanna,559,pending,
SI00559,e kella mama oyawa puchchanawa payin oya winasha wenawa,560,pending,
SI00560,mata puruduyi ow namuth me gollo kawadawath ashwayek dekala nehe owun [Unkown] eestwud wetha yanawa,561,needs_review,partial_unknown_marker
SI00561,keeyen kee denada methanata yanne dedahas gananin wedi hariyak napuruyi,562,pending,
SI00562,oba pulussa damayi eya kawuda [Unkown],563,needs_review,partial_unknown_marker
SI00563,[Unkown] [Unkown] [Unkown] e eyi kiyala hithannawath epa,564,needs_review,partial_unknown_marker
SI00564,eya kawuda [Unkown] [Unkown] [Unkown] e gena hithannawath epa,565,needs_review,partial_unknown_marker
SI00565,oya pransha dannawa mage amma kenadawen,566,pending,
SI00566,mage amma [Unkown] kenek sandaha liyapadinchi wu [Unkown] bawa sahathikayi,567,needs_review,partial_unknown_marker
SI00567,anumana karanna den upadeshakayeku sandaha liyapadinchi wuye kawudeyi oba adahas karanne mata eya samanga katha kireemata awasthawak lebenu ethi bawayi,568,pending,
SI00568,oba adahas karanne mata eya samanga katha kireemata awasthawak lebenu ethi bawayi obata eya samanga mage mithura samanga kepawiya hekiya,569,pending,
SI00569,ow ege [Unkown] sahodariya wana [Unkown] samanga sulu hamuweemak pamani,570,needs_review,partial_unknown_marker
SI00570,mama eyata pransha bhashawa uganwami eyawa chamathkarayen andawanna eya ma samanga adarayen bendenne asambhawya namuth ese wuwada eyata thawamath oba samanga pitathata yamata noheki nisa ehi theruma kumakda,571,pending,
SI00571,e ege [Unkown] sohoyuriya wana [Unkown] [Unkown] kalakanni eyayi,572,needs_review,partial_unknown_marker
SI00572,oba ohu samanga pitathata yamata kemathi ohu gena kumak kiwa hekida [Unkown],573,needs_review,partial_unknown_marker
SI00573,ohu eya karanu etheyi oba sithanne kumak nisada ohu anathurata muhuna dena bawa pene,574,pending,
SI00574,ohuge keerthi namaya amathaka karanna oba sithanne apata selasumak thibeda nethahoth eya oba samanga pitathata yana bawa eththa washayenma keewada [Unkown],575,needs_review,partial_unknown_marker
