id,SINGLISH,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,avatar_url,original_text,text,original_label,label,clean_text,text_length,word_count,language_type,suspicious_subtitle,removal_reason,normalized_for_dedup,duplicate_flag,label_conflict,manual_review
745,mama obata wadha hinsa kireemata kemathi nisa mema gril eke ethi ekama pilissu wasthuwa mage [Unkown] bargar wanne eyi [Unkown],,,,,,,,,,,mama obata wadha hinsa kireemata kemathi nisa mema gril eke ethi ekama pilissu wasthuwa mage [Unkown] bargar wanne eyi [Unkown],mama obata wadha hinsa kireemata kemathi nisa mema gril eke ethi ekama pilissu wasthuwa mage [Unkown] bargar wanne eyi [Unkown],,,mama obata wadha hinsa kireemata kemathi nisa mema gril eke ethi ekama pilissu wasthuwa mage [unkown] bargar wanne eyi [unkown],127,20,Singlish,True,subtitle_noise,mama obata wadha hinsa kireemata kemathi nisa mema gril eke ethi ekama pilissu wasthuwa mage [unkown] bargar wanne eyi [unkown],False,False,False
747,mama hithuwa api theeranaya kala oya methana iskole yanawa kiyala oya theeranaya kale [Unkown] ta kiyala,,,,,,,,,,,mama hithuwa api theeranaya kala oya methana iskole yanawa kiyala oya theeranaya kale [Unkown] ta kiyala,mama hithuwa api theeranaya kala oya methana iskole yanawa kiyala oya theeranaya kale [Unkown] ta kiyala,,,mama hithuwa api theeranaya kala oya methana iskole yanawa kiyala oya theeranaya kale [unkown] ta kiyala,104,16,Singlish,True,subtitle_noise,mama hithuwa api theeranaya kala oya methana iskole yanawa kiyala oya theeranaya kale [unkown] ta kiyala,False,False,False
765,[Unkown] [Unkown] mayi mayi mayi mayi yu wee [Unkown] [Unkown] newathath mage mathaya prakasha kireema thrasthawadee kriyawak nowe,,,,,,,,,,,[Unkown] [Unkown] mayi mayi mayi mayi yu wee [Unkown] [Unkown] newathath mage mathaya prakasha kireema thrasthawadee kriyawak nowe,[Unkown] [Unkown] mayi mayi mayi mayi yu wee [Unkown] [Unkown] newathath mage mathaya prakasha kireema thrasthawadee kriyawak nowe,,,[unkown] [unkown] mayi mayi mayi mayi yu wee [unkown] [unkown] newathath mage mathaya prakasha kireema thrasthawadee kriyawak nowe,130,18,Singlish,True,subtitle_noise,[unkown] [unkown] mayi mayi mayi mayi yu wee [unkown] [unkown] newathath mage mathaya prakasha kireema thrasthawadee kriyawak nowe,False,False,False
772,thathwaya meyayi mage minisa kemaran mehi biyanka [Unkown] sandaha mejar jons sitee me kukul petiyata kittu thunak etha,,,,,,,,,,,thathwaya meyayi mage minisa kemaran mehi biyanka [Unkown] sandaha mejar jons sitee me kukul petiyata kittu thunak etha,thathwaya meyayi mage minisa kemaran mehi biyanka [Unkown] sandaha mejar jons sitee me kukul petiyata kittu thunak etha,,,thathwaya meyayi mage minisa kemaran mehi biyanka [unkown] sandaha mejar jons sitee me kukul petiyata kittu thunak etha,119,18,Singlish,True,subtitle_noise,thathwaya meyayi mage minisa kemaran mehi biyanka [unkown] sandaha mejar jons sitee me kukul petiyata kittu thunak etha,False,False,False
775,joyi [Unkown] [Unkown] joyi [Unkown] [Unkown] awashya onema ayeku seesemata heki yeyi pewaseemata wada [Unkown] adaraya piwithuru bawa ma pawasana wita mama niweradiwa katha karami yeyi mama sithami,,,,,,,,,,,joyi [Unkown] [Unkown] joyi [Unkown] [Unkown] awashya onema ayeku seesemata heki yeyi pewaseemata wada [Unkown] adaraya piwithuru bawa ma pawasana wita mama niweradiwa katha karami yeyi mama sithami,joyi [Unkown] [Unkown] joyi [Unkown] [Unkown] awashya onema ayeku seesemata heki yeyi pewaseemata wada [Unkown] adaraya piwithuru bawa ma pawasana wita mama niweradiwa katha karami yeyi mama sithami,,,joyi [unkown] [unkown] joyi [unkown] [unkown] awashya onema ayeku seesemata heki yeyi pewaseemata wada [unkown] adaraya piwithuru bawa ma pawasana wita mama niweradiwa katha karami yeyi mama sithami,198,28,Singlish,True,subtitle_noise,joyi [unkown] [unkown] joyi [unkown] [unkown] awashya onema ayeku seesemata heki yeyi pewaseemata wada [unkown] adaraya piwithuru bawa ma pawasana wita mama niweradiwa katha karami yeyi mama sithami,False,False,False
784,mata therenne nehe petrik oba me sathiye [Unkown] kisiwak kara netha obata una rogaya hondin denenne nedda,,,,,,,,,,,mata therenne nehe petrik oba me sathiye [Unkown] kisiwak kara netha obata una rogaya hondin denenne nedda,mata therenne nehe petrik oba me sathiye [Unkown] kisiwak kara netha obata una rogaya hondin denenne nedda,,,mata therenne nehe petrik oba me sathiye [unkown] kisiwak kara netha obata una rogaya hondin denenne nedda,106,17,Singlish,True,subtitle_noise,mata therenne nehe petrik oba me sathiye [unkown] kisiwak kara netha obata una rogaya hondin denenne nedda,False,False,False
799,spaknknaye saha admiral kolan [Unkown] mahimaya wenuwen oba obema pisso bonu etha beral wala jalaya narak we,,,,,,,,,,,spaknknaye saha admiral kolan [Unkown] mahimaya wenuwen oba obema pisso bonu etha beral wala jalaya narak we,spaknknaye saha admiral kolan [Unkown] mahimaya wenuwen oba obema pisso bonu etha beral wala jalaya narak we,,,spaknknaye saha admiral kolan [unkown] mahimaya wenuwen oba obema pisso bonu etha beral wala jalaya narak we,108,17,Singlish,True,subtitle_noise,spaknknaye saha admiral kolan [unkown] mahimaya wenuwen oba obema pisso bonu etha beral wala jalaya narak we,False,False,False
802,ah eyata thaniyama inna denna eya e wage munakin kisima haniyak karanne ne oya [Unkown] diha balanawata oyata ehenawa,,,,,,,,,,,ah eyata thaniyama inna denna eya e wage munakin kisima haniyak karanne ne oya [Unkown] diha balanawata oyata ehenawa,ah eyata thaniyama inna denna eya e wage munakin kisima haniyak karanne ne oya [Unkown] diha balanawata oyata ehenawa,,,ah eyata thaniyama inna denna eya e wage munakin kisima haniyak karanne ne oya [unkown] diha balanawata oyata ehenawa,117,19,Singlish,True,subtitle_noise,ah eyata thaniyama inna denna eya e wage munakin kisima haniyak karanne ne oya [unkown] diha balanawata oyata ehenawa,False,False,False
809,den obe [Unkown] gelaweema pahasu nowanu etha don senches eeta pataheniwa obage [Unkown] mata penena paridi minisa ohugema kurusaya sudanam karayi,,,,,,,,,,,den obe [Unkown] gelaweema pahasu nowanu etha don senches eeta pataheniwa obage [Unkown] mata penena paridi minisa ohugema kurusaya sudanam karayi,den obe [Unkown] gelaweema pahasu nowanu etha don senches eeta pataheniwa obage [Unkown] mata penena paridi minisa ohugema kurusaya sudanam karayi,,,den obe [unkown] gelaweema pahasu nowanu etha don senches eeta pataheniwa obage [unkown] mata penena paridi minisa ohugema kurusaya sudanam karayi,146,21,Singlish,True,subtitle_noise,den obe [unkown] gelaweema pahasu nowanu etha don senches eeta pataheniwa obage [unkown] mata penena paridi minisa ohugema kurusaya sudanam karayi,False,False,False
812,mama oyata godak jeewithayak deela ne eka eththa mata kasada bandinne nethi [Unkown] daruwek innawa hemadama yanawa,,,,,,,,,,,mama oyata godak jeewithayak deela ne eka eththa mata kasada bandinne nethi [Unkown] daruwek innawa hemadama yanawa,mama oyata godak jeewithayak deela ne eka eththa mata kasada bandinne nethi [Unkown] daruwek innawa hemadama yanawa,,,mama oyata godak jeewithayak deela ne eka eththa mata kasada bandinne nethi [unkown] daruwek innawa hemadama yanawa,115,17,Singlish,True,subtitle_noise,mama oyata godak jeewithayak deela ne eka eththa mata kasada bandinne nethi [unkown] daruwek innawa hemadama yanawa,False,False,False
813,hodayi eka eththa mata [Unkown] daruwek innawa eya mawa kasada bandinne ne hemadama yanawanam api wada karannada yanne,,,,,,,,,,,hodayi eka eththa mata [Unkown] daruwek innawa eya mawa kasada bandinne ne hemadama yanawanam api wada karannada yanne,hodayi eka eththa mata [Unkown] daruwek innawa eya mawa kasada bandinne ne hemadama yanawanam api wada karannada yanne,,,hodayi eka eththa mata [unkown] daruwek innawa eya mawa kasada bandinne ne hemadama yanawanam api wada karannada yanne,118,18,Singlish,True,subtitle_noise,hodayi eka eththa mata [unkown] daruwek innawa eya mawa kasada bandinne ne hemadama yanawanam api wada karannada yanne,False,False,False
820,oba samanyayen ahanne nehe mata rejina pranandu saha [Unkown] ege sewayata ekkara geneemata katayuthu karanna puluwan kiyala,,,,,,,,,,,oba samanyayen ahanne nehe mata rejina pranandu saha [Unkown] ege sewayata ekkara geneemata katayuthu karanna puluwan kiyala,oba samanyayen ahanne nehe mata rejina pranandu saha [Unkown] ege sewayata ekkara geneemata katayuthu karanna puluwan kiyala,,,oba samanyayen ahanne nehe mata rejina pranandu saha [unkown] ege sewayata ekkara geneemata katayuthu karanna puluwan kiyala,124,17,Singlish,True,subtitle_noise,oba samanyayen ahanne nehe mata rejina pranandu saha [unkown] ege sewayata ekkara geneemata katayuthu karanna puluwan kiyala,False,False,False
867,[Unkown] oba mata katha nokaranu etha oba ma samanga katha kireemata dena siti oba mage bhashawa katha kireemata igena gaththe netha,,,,,,,,,,,[Unkown] oba mata katha nokaranu etha oba ma samanga katha kireemata dena siti oba mage bhashawa katha kireemata igena gaththe netha,[Unkown] oba mata katha nokaranu etha oba ma samanga katha kireemata dena siti oba mage bhashawa katha kireemata igena gaththe netha,,,[unkown] oba mata katha nokaranu etha oba ma samanga katha kireemata dena siti oba mage bhashawa katha kireemata igena gaththe netha,132,21,Singlish,True,subtitle_noise,[unkown] oba mata katha nokaranu etha oba ma samanga katha kireemata dena siti oba mage bhashawa katha kireemata igena gaththe netha,False,False,False
869,oba eya yam [Unkown] kalamanakaranaya kale keseda oba sampurnayenma modayeku nowana bawa owunta porondu weemata mata sidu wiya,,,,,,,,,,,oba eya yam [Unkown] kalamanakaranaya kale keseda oba sampurnayenma modayeku nowana bawa owunta porondu weemata mata sidu wiya,oba eya yam [Unkown] kalamanakaranaya kale keseda oba sampurnayenma modayeku nowana bawa owunta porondu weemata mata sidu wiya,,,oba eya yam [unkown] kalamanakaranaya kale keseda oba sampurnayenma modayeku nowana bawa owunta porondu weemata mata sidu wiya,126,18,Singlish,True,subtitle_noise,oba eya yam [unkown] kalamanakaranaya kale keseda oba sampurnayenma modayeku nowana bawa owunta porondu weemata mata sidu wiya,False,False,False
871,sagara yanu aseemitha nodenuwathkama yeyi kiyanu labana obata etharam sahathika wiya hekke keseda yanna mama wishwasa karami indees kenari dupath walata batahira desin leega [Unkown] kata wada wedi nowe,,,,,,,,,,,sagara yanu aseemitha nodenuwathkama yeyi kiyanu labana obata etharam sahathika wiya hekke keseda yanna mama wishwasa karami indees kenari dupath walata batahira desin leega [Unkown] kata wada wedi nowe,sagara yanu aseemitha nodenuwathkama yeyi kiyanu labana obata etharam sahathika wiya hekke keseda yanna mama wishwasa karami indees kenari dupath walata batahira desin leega [Unkown] kata wada wedi nowe,,,sagara yanu aseemitha nodenuwathkama yeyi kiyanu labana obata etharam sahathika wiya hekke keseda yanna mama wishwasa karami indees kenari dupath walata batahira desin leega [unkown] kata wada wedi nowe,202,29,Singlish,True,subtitle_noise,sagara yanu aseemitha nodenuwathkama yeyi kiyanu labana obata etharam sahathika wiya hekke keseda yanna mama wishwasa karami indees kenari dupath walata batahira desin leega [unkown] kata wada wedi nowe,False,False,False
872,nodenuwathkama mama wishwasa karanne kenari dupath walata batahirin indees leega [Unkown] kata wada wedi nowana bawayi,,,,,,,,,,,nodenuwathkama mama wishwasa karanne kenari dupath walata batahirin indees leega [Unkown] kata wada wedi nowana bawayi,nodenuwathkama mama wishwasa karanne kenari dupath walata batahirin indees leega [Unkown] kata wada wedi nowana bawayi,,,nodenuwathkama mama wishwasa karanne kenari dupath walata batahirin indees leega [unkown] kata wada wedi nowana bawayi,118,16,Singlish,True,subtitle_noise,nodenuwathkama mama wishwasa karanne kenari dupath walata batahirin indees leega [unkown] kata wada wedi nowana bawayi,False,False,False
873,[Unkown] [Unkown] [Unkown] [Unkown] [Unkown] ge gananaya kireem gena obata etharam wishwasa kala hekke keseda [Unkown],,,,,,,,,,,[Unkown] [Unkown] [Unkown] [Unkown] [Unkown] ge gananaya kireem gena obata etharam wishwasa kala hekke keseda [Unkown],[Unkown] [Unkown] [Unkown] [Unkown] [Unkown] ge gananaya kireem gena obata etharam wishwasa kala hekke keseda [Unkown],,,[unkown] [unkown] [unkown] [unkown] [unkown] ge gananaya kireem gena obata etharam wishwasa kala hekke keseda [unkown],118,16,Singlish,True,subtitle_noise,[unkown] [unkown] [unkown] [unkown] [unkown] ge gananaya kireem gena obata etharam wishwasa kala hekke keseda [unkown],False,False,False
884,inna mama denatamath awurudu hathak bala sitiya dewiyan wahanse oba yannata adahas karanne nam oba yannata ma thawa kopamana kalayak bala siteemata obata awashyada [Unkown],,,,,,,,,,,inna mama denatamath awurudu hathak bala sitiya dewiyan wahanse oba yannata adahas karanne nam oba yannata ma thawa kopamana kalayak bala siteemata obata awashyada [Unkown],inna mama denatamath awurudu hathak bala sitiya dewiyan wahanse oba yannata adahas karanne nam oba yannata ma thawa kopamana kalayak bala siteemata obata awashyada [Unkown],,,inna mama denatamath awurudu hathak bala sitiya dewiyan wahanse oba yannata adahas karanne nam oba yannata ma thawa kopamana kalayak bala siteemata obata awashyada [unkown],172,25,Singlish,True,subtitle_noise,inna mama denatamath awurudu hathak bala sitiya dewiyan wahanse oba yannata adahas karanne nam oba yannata ma thawa kopamana kalayak bala siteemata obata awashyada [unkown],False,False,False
907,don [Unkown] api hemotama weda karanna wenawa oyata mawa ehune ne don kolon mage ashwaya neweyi,,,,,,,,,,,don [Unkown] api hemotama weda karanna wenawa oyata mawa ehune ne don kolon mage ashwaya neweyi,don [Unkown] api hemotama weda karanna wenawa oyata mawa ehune ne don kolon mage ashwaya neweyi,,,don [unkown] api hemotama weda karanna wenawa oyata mawa ehune ne don kolon mage ashwaya neweyi,95,16,Singlish,True,subtitle_noise,don [unkown] api hemotama weda karanna wenawa oyata mawa ehune ne don kolon mage ashwaya neweyi,False,False,False
909,saha oba sithanne mendes hodin mama [Unkown] yanu kumakdeyi nisekawa danimi namuth meeta pera eya rathriyedee bhawitha karanu ma deka netha,,,,,,,,,,,saha oba sithanne mendes hodin mama [Unkown] yanu kumakdeyi nisekawa danimi namuth meeta pera eya rathriyedee bhawitha karanu ma deka netha,saha oba sithanne mendes hodin mama [Unkown] yanu kumakdeyi nisekawa danimi namuth meeta pera eya rathriyedee bhawitha karanu ma deka netha,,,saha oba sithanne mendes hodin mama [unkown] yanu kumakdeyi nisekawa danimi namuth meeta pera eya rathriyedee bhawitha karanu ma deka netha,139,21,Singlish,True,subtitle_noise,saha oba sithanne mendes hodin mama [unkown] yanu kumakdeyi nisekawa danimi namuth meeta pera eya rathriyedee bhawitha karanu ma deka netha,False,False,False
910,hondayi mama [Unkown] yanu kumakdeyi nisekawama danimi namuth mehi pemineemata pera eya rathriyedee bhawitha kara ethi bawak ma deka netha,,,,,,,,,,,hondayi mama [Unkown] yanu kumakdeyi nisekawama danimi namuth mehi pemineemata pera eya rathriyedee bhawitha kara ethi bawak ma deka netha,hondayi mama [Unkown] yanu kumakdeyi nisekawama danimi namuth mehi pemineemata pera eya rathriyedee bhawitha kara ethi bawak ma deka netha,,,hondayi mama [unkown] yanu kumakdeyi nisekawama danimi namuth mehi pemineemata pera eya rathriyedee bhawitha kara ethi bawak ma deka netha,138,20,Singlish,True,subtitle_noise,hondayi mama [unkown] yanu kumakdeyi nisekawama danimi namuth mehi pemineemata pera eya rathriyedee bhawitha kara ethi bawak ma deka netha,False,False,False
923,[Unkown] [Unkown] mata kawadawath oyata ehumkan denna thibune nehe oya kawadawath api dennatama mathakayi oya katha kale nehe,,,,,,,,,,,[Unkown] [Unkown] mata kawadawath oyata ehumkan denna thibune nehe oya kawadawath api dennatama mathakayi oya katha kale nehe,[Unkown] [Unkown] mata kawadawath oyata ehumkan denna thibune nehe oya kawadawath api dennatama mathakayi oya katha kale nehe,,,[unkown] [unkown] mata kawadawath oyata ehumkan denna thibune nehe oya kawadawath api dennatama mathakayi oya katha kale nehe,125,18,Singlish,True,subtitle_noise,[unkown] [unkown] mata kawadawath oyata ehumkan denna thibune nehe oya kawadawath api dennatama mathakayi oya katha kale nehe,False,False,False
931,namuth eetath wada naraka deyak nam ohu wanshawath samajikayan pas deneku mara demeemata niyoga kale me sebe sahodara [Unkown] ya,,,,,,,,,,,namuth eetath wada naraka deyak nam ohu wanshawath samajikayan pas deneku mara demeemata niyoga kale me sebe sahodara [Unkown] ya,namuth eetath wada naraka deyak nam ohu wanshawath samajikayan pas deneku mara demeemata niyoga kale me sebe sahodara [Unkown] ya,,,namuth eetath wada naraka deyak nam ohu wanshawath samajikayan pas deneku mara demeemata niyoga kale me sebe sahodara [unkown] ya,129,20,Singlish,True,subtitle_noise,namuth eetath wada naraka deyak nam ohu wanshawath samajikayan pas deneku mara demeemata niyoga kale me sebe sahodara [unkown] ya,False,False,False
938,apoyi ne [Unkown] emil lesiyen inna math ekka indaganna oyata awashya monawada oya hoyanne monawada kiyala,,,,,,,,,,,apoyi ne [Unkown] emil lesiyen inna math ekka indaganna oyata awashya monawada oya hoyanne monawada kiyala,apoyi ne [Unkown] emil lesiyen inna math ekka indaganna oyata awashya monawada oya hoyanne monawada kiyala,,,apoyi ne [unkown] emil lesiyen inna math ekka indaganna oyata awashya monawada oya hoyanne monawada kiyala,106,16,Singlish,True,subtitle_noise,apoyi ne [unkown] emil lesiyen inna math ekka indaganna oyata awashya monawada oya hoyanne monawada kiyala,False,False,False
